iteracao,acc_prequencial,acuracia
1,1.0,100.0
2,0.5,50.0
3,0.6666666666666666,66.66666666666667
4,0.5,50.0
5,0.6,60.0
6,0.6666666666666666,66.66666666666667
7,0.7142857142857143,71.42857142857143
8,0.75,75.0
9,0.7777777777777778,77.77777777777777
10,0.8,80.0
11,0.7272727272727273,72.72727272727273
12,0.75,75.0
13,0.7692307692307693,76.92307692307692
14,0.7857142857142858,78.57142857142857
15,0.8,80.0
16,0.8125,81.25
17,0.8235294117647058,82.3529411764706
18,0.8333333333333333,83.33333333333333
19,0.8421052631578947,84.21052631578948
20,0.85,85.0
21,0.8571428571428571,85.71428571428571
22,0.8636363636363635,86.36363636363636
23,0.8695652173913042,86.95652173913044
24,0.8749999999999999,87.5
25,0.8799999999999999,88.0
26,0.8846153846153845,88.46153846153847
27,0.8888888888888887,88.88888888888889
28,0.857142857142857,85.71428571428571
29,0.8620689655172412,86.20689655172414
30,0.8333333333333331,83.33333333333333
31,0.8387096774193546,83.87096774193549
32,0.8437499999999998,84.375
33,0.8484848484848483,84.84848484848484
34,0.8529411764705881,85.29411764705883
35,0.857142857142857,85.71428571428571
36,0.8611111111111109,86.11111111111111
37,0.8648648648648647,86.48648648648648
38,0.8684210526315788,86.84210526315789
39,0.8717948717948716,87.17948717948718
40,0.8749999999999998,87.5
41,0.8536585365853656,85.36585365853658
42,0.8571428571428569,85.71428571428571
43,0.8604651162790695,86.04651162790698
44,0.8636363636363634,86.36363636363636
45,0.8666666666666665,86.66666666666667
46,0.8695652173913042,86.95652173913044
47,0.8723404255319147,87.23404255319149
48,0.8749999999999998,87.5
49,0.877551020408163,87.75510204081633
50,0.8799999999999998,88.0
51,0.8823529411764703,88.23529411764706
52,0.8846153846153844,88.46153846153847
53,0.8867924528301885,88.67924528301887
54,0.8888888888888887,88.88888888888889
55,0.8909090909090908,89.0909090909091
56,0.8928571428571427,89.28571428571429
57,0.8947368421052629,89.47368421052632
58,0.8965517241379308,89.65517241379311
59,0.8983050847457625,89.83050847457628
60,0.8833333333333332,88.33333333333333
61,0.8852459016393441,88.52459016393442
62,0.8870967741935483,88.70967741935483
63,0.8888888888888887,88.88888888888889
64,0.8906249999999999,89.0625
65,0.8923076923076922,89.23076923076923
66,0.8939393939393939,89.39393939393939
67,0.8955223880597015,89.55223880597015
68,0.8970588235294118,89.70588235294117
69,0.8985507246376812,89.85507246376811
70,0.9,90.0
71,0.9014084507042254,90.14084507042253
72,0.9027777777777778,90.27777777777777
73,0.904109589041096,90.41095890410959
74,0.9054054054054055,90.54054054054055
75,0.8933333333333334,89.33333333333333
76,0.8947368421052633,89.47368421052632
77,0.8961038961038962,89.6103896103896
78,0.8974358974358975,89.74358974358974
79,0.8987341772151899,89.87341772151899
80,0.8875000000000001,88.75
81,0.888888888888889,88.88888888888889
82,0.8902439024390244,89.02439024390245
83,0.891566265060241,89.1566265060241
84,0.8928571428571428,89.28571428571429
85,0.8941176470588235,89.41176470588235
86,0.8953488372093023,89.53488372093024
87,0.8965517241379309,89.65517241379311
88,0.8977272727272726,89.77272727272727
89,0.8988764044943819,89.88764044943821
90,0.8999999999999999,90.0
91,0.901098901098901,90.10989010989012
92,0.9021739130434782,90.21739130434783
93,0.9032258064516128,90.3225806451613
94,0.9042553191489361,90.42553191489361
95,0.9052631578947368,90.52631578947368
96,0.8958333333333333,89.58333333333333
97,0.8969072164948453,89.69072164948453
98,0.8979591836734693,89.79591836734694
99,0.8989898989898989,89.8989898989899
100,0.8999999999999999,90.0
101,0.9009900990099009,90.0990099009901
102,0.9019607843137254,90.19607843137256
103,0.9029126213592232,90.29126213592232
104,0.9038461538461537,90.38461538461539
105,0.9047619047619047,90.47619047619048
106,0.9056603773584905,90.56603773584905
107,0.9065420560747662,90.65420560747664
108,0.9074074074074073,90.74074074074075
109,0.9082568807339448,90.8256880733945
110,0.909090909090909,90.9090909090909
111,0.9099099099099097,90.990990990991
112,0.9107142857142855,91.07142857142857
113,0.9115044247787608,91.15044247787611
114,0.9122807017543857,91.2280701754386
115,0.9130434782608693,91.30434782608695
116,0.9137931034482756,91.37931034482759
117,0.9059829059829057,90.5982905982906
118,0.9067796610169488,90.67796610169492
119,0.9075630252100837,90.75630252100841
